Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
82725,Petrol,Automatic,1798,138.03,5,14.28,11.99
19000,Diesel,Automatic,1995,190,5,21.76,29.99
13900,Petrol,Manual,1499,110.4,5,18.88,9.5
108000,Diesel,Manual,1248,74,5,25.2,5.5
36000,Diesel,Automatic,2199,194.3,7,11.72,23
62188,Diesel,Manual,1396,53.5,5,17.2,2.95
58397,Diesel,Manual,1120,70,5,24,4.9
85000,Petrol,Manual,1086,74,5,0,1.3
30000,Petrol,Automatic,998,67,5,22.5,4.25
29907,Diesel,Manual,2179,140,7,16,16.36
46000,Diesel,Automatic,1968,147.51,5,16.55,9.95
65000,Diesel,Manual,1598,103.6,5,20.54,5.5
22000,Diesel,Manual,1248,88.5,5,24.3,8.25
99024,Petrol,Manual,993,60,5,17.3,0.95
34952,Petrol,Manual,1086,68.05,5,19.81,4.01
13913,Petrol,Manual,1199,88.7,5,17.5,8.2
71000,Diesel,Manual,1498,98.6,5,25.1,6.2
97000,Diesel,Automatic,2982,169,7,11.5,16.75
21000,Diesel,Automatic,2179,140,7,16,16.5
116000,Diesel,Manual,2499,74,7,10.9,3.75
110438,Diesel,Manual,1399,68.05,5,20,3.5
66507,Petrol,Automatic,1199,88.7,5,19,5.43
54650,Diesel,Automatic,3198,197,7,10.91,30.35
32000,Petrol,Automatic,1498,99.6,5,17.97,7.99
75378,Diesel,Manual,1896,66,5,18.7,3.59
82697,Diesel,Manual,936,57.6,5,25.44,1.9
135000,Petrol,Automatic,2362,164.7,5,12.1,4.7
149000,Diesel,Manual,1461,108.45,5,19.01,7.25
26212,Diesel,Automatic,2143,136,5,17.9,24.46
23500,Petrol,Manual,1193,88.7,5,17.57,3.9
56127,Petrol,Manual,1197,80,5,18.5,5.15
26000,Petrol,Automatic,1197,81.8,5,21.5,3.65
26000,Diesel,Manual,1186,73.97,5,25.4,5
42000,Petrol,Manual,1497,118,5,17,2.3
130000,Petrol,Manual,1495,94,5,13.2,0.75
137148,Petrol,Manual,1599,103.2,5,13.9,1.85
114703,Petrol,Manual,1196,70,5,15.6,1.8
97439,Diesel,Manual,1498,98.6,5,25.8,4.41
40000,Petrol,Manual,998,67.1,5,18.9,2
81609,Diesel,Manual,1248,74,5,17.8,5.55
28000,Diesel,Automatic,2987,258,5,13,31.75
37500,Diesel,Automatic,1968,174.33,5,17.68,32
37000,Diesel,Automatic,2987,282,5,13.5,21
83000,Diesel,Manual,1248,73.9,5,19.3,2.75
79012,Petrol,Manual,1794,125,5,13.4,2.64
27395,Diesel,Manual,2179,120,7,15.4,14.19
35362,Petrol,Manual,998,67.04,5,22.5,3.85
117000,Diesel,Manual,2982,168.5,7,13,15.5
23000,Petrol,Manual,1061,64,5,18.2,1.9
59508,Petrol,Manual,624,37.48,4,25.4,1.26
69000,Petrol,Manual,1197,80,5,18.5,2.4
58000,Diesel,Automatic,1995,190,5,22.69,11.5
88511,Diesel,Manual,2179,140,7,16,8.25
66000,Petrol,Manual,1598,105,5,15.8,2.75
65000,Petrol,Manual,1198,70,5,17.5,1.4
30676,Petrol,Manual,624,37.5,4,25.4,2.9
76000,Diesel,Manual,1399,68,5,20,2.4
23627,Petrol,Automatic,1598,105,5,14.8,4.75
52827,Diesel,Automatic,2179,187.7,5,12.7,44.76
64465,Diesel,Manual,1498,98.6,5,26,6.22
14000,Petrol,Automatic,999,67,5,22.5,4.5
26000,Petrol,Manual,1197,82,5,18.9,4.25
78203,Diesel,Automatic,1991,147.9,4,18.1,5.5
27000,Diesel,Manual,1396,88.73,5,22.54,6.95
31919,Petrol,Automatic,998,67.1,5,24.07,4.56
47392,Diesel,Manual,1582,126.2,5,20.5,13.82
17362,Petrol,Manual,1198,86.7,5,18,5.65
49716,Diesel,Manual,1396,88.73,5,21.19,6.2
48000,Petrol,Manual,998,67.04,5,23.1,3.25
46000,Diesel,Automatic,1968,147.51,5,16.55,8.5
79000,Diesel,Manual,1396,88.7,5,24.8,7.25
57000,Diesel,Manual,1461,78,5,21.8,4.61
29754,Petrol,Manual,1199,74,5,16.2,5.3
50123,Diesel,Manual,1405,70,5,17,1.9
57184,Petrol,Manual,1197,78.9,5,20.36,3.09
75000,Diesel,Automatic,2993,258,5,16.46,9.5
26000,Diesel,Automatic,1582,126.2,5,17.01,12.65
22129,Petrol,Manual,1197,82,5,18.9,4.25
127887,Diesel,Manual,1248,73.9,5,21.1,2.95
92000,Diesel,Manual,2179,120,8,10.5,3.45
60634,Petrol,Manual,1086,68.05,5,19.81,3.3
90000,Diesel,Manual,2179,138.1,7,14,8
59000,Petrol,Manual,1799,130,5,13.5,2.71
59293,Petrol,Manual,998,67.1,5,18.2,2.7
80753,Diesel,Manual,1248,74,5,23.4,4.5
40000,Diesel,Manual,2982,168.5,7,13,18.75
103000,Diesel,Manual,1248,74,5,28.4,5.25
72389,LPG,Manual,998,58.2,5,26.2,3.2
48000,Diesel,Manual,1248,73.75,5,28.4,6
41000,Petrol,Manual,1197,82,5,18.9,3.14
26000,Petrol,Manual,799,53.3,5,25.17,2.55
30000,Petrol,Manual,1193,64.08,5,15.64,2.3
74624,Diesel,Manual,1399,68.05,5,20,5.65
47877,Diesel,Automatic,2967,240,5,15.15,48.22
35000,Petrol,Manual,998,67.1,5,24.07,3
52123,Diesel,Manual,1498,103.2,5,20.34,7.5
90000,Diesel,Manual,2179,120,8,10.5,2.6
1400,Diesel,Automatic,1995,190,5,18.56,61.25
122000,Petrol,Manual,1497,118,5,17,3.5
21110,Petrol,Automatic,1998,189.08,4,17.44,28.95
78000,Diesel,Automatic,2477,175.56,6,13.5,15
72000,Diesel,Manual,1248,73.9,5,19.3,4.25
48000,Petrol,Automatic,5998,552,4,8.6,59
43486,Diesel,Manual,1248,88.76,7,20.77,6.6
199000,Diesel,Manual,2494,102,7,12.8,5.2
34000,Petrol,Manual,1796,178,5,11.7,10
37944,Diesel,Automatic,2143,167.62,5,14.84,35
30000,Diesel,Manual,1498,89.84,5,22.7,8.75
64005,Petrol,Manual,1197,78.9,5,17.71,4.57
62000,Petrol,Manual,1197,78.9,5,20.36,2.5
105000,Petrol,Manual,999,74,5,0,1.75
59885,Diesel,Automatic,2179,147.51,5,12.39,20.11
144471,Diesel,Manual,2494,102,8,12.8,7.8
63991,Petrol,Manual,1197,80,5,18.5,3.61
72000,Petrol,Manual,1086,74,5,17,1.11
34895,Petrol,Automatic,1198,75.94,5,19.15,4.6
97003,Diesel,Automatic,2993,308.43,5,15.87,85
45000,Petrol,Automatic,1497,118,5,16.8,5.25
45000,Diesel,Manual,1498,98.6,5,25.8,3.3
100000,Diesel,Manual,2982,171,7,11.5,17.75
70000,Diesel,Automatic,2179,187.7,5,12.97,35
37023,Diesel,Manual,1582,126.2,5,19.67,13.39
81000,Diesel,Manual,936,56.3,5,25.44,2.5
20789,Diesel,Automatic,2755,171.5,7,11.36,18.36
68310,Diesel,Manual,1248,74,5,23.4,5.95
47250,Diesel,Manual,1582,126.2,5,19.67,11
47000,Diesel,Automatic,2993,255,5,12.65,64.75
128000,Diesel,Manual,1498,98.6,5,25.8,6.3
17702,Petrol,Manual,1591,121.3,5,15.29,11.94
34987,Petrol,Automatic,1197,103.5,5,18.19,5.95
37000,Diesel,Manual,1498,98.6,5,26,11
38271,Petrol,Manual,1591,121.3,5,15.29,12.53
32510,Diesel,Manual,1399,68,5,20,3.75
88000,Diesel,Automatic,2993,258,5,14.69,27
116000,Diesel,Manual,2835,107.2,6,10.5,9.95
156000,Diesel,Manual,1461,83.8,5,19.87,4.2
75319,Petrol,Manual,1197,85.8,5,21.1,2
28000,Petrol,Manual,1197,82,5,18.9,3.25
16500,Diesel,Automatic,2143,136,5,17.9,34
75637,Diesel,Automatic,1995,190,5,22.48,30.37
32854,Petrol,Automatic,1591,121.3,5,13,12.6
6568,Petrol,Manual,799,53.3,5,25.17,5.09
30000,Diesel,Automatic,2967,241.4,5,14.94,24.5
17804,Diesel,Manual,1248,88.5,5,28.09,7.97
69768,Petrol,Manual,1198,90,5,16,2.9
62404,Diesel,Automatic,1995,190,5,22.69,21.33
97000,Diesel,Automatic,1582,126.32,5,19.08,6.5
55687,Diesel,Manual,1396,88.7,5,21.38,12.15
17000,Petrol,Manual,1598,103.2,5,15.04,4.25
34232,Diesel,Automatic,1995,190,5,21.76,35.84
135000,Petrol,Automatic,1997,152,5,14.4,3
80000,Diesel,Manual,1461,108.45,5,19.72,6.75
31045,Petrol,Manual,1197,81.83,5,18.6,5.65
58000,Diesel,Automatic,1968,138.03,5,16.96,7.5
35480,Diesel,Manual,1582,126.2,5,19.67,13.34
62287,Diesel,Manual,1248,88.5,5,28.09,7.9
46162,Diesel,Manual,1396,88.73,5,22.54,6.98
9200,Petrol,Manual,1591,121.3,5,17.01,5.75
55339,Diesel,Manual,1199,73.9,5,22.07,2.65
55476,Diesel,Manual,1199,73.9,5,22.07,2.49
68553,Petrol,Manual,1586,104.68,5,15,1.5
67376,Diesel,Manual,1498,98.6,7,24.5,6.5
42000,Diesel,Manual,1461,108.45,5,19.64,8
28069,Diesel,Automatic,2755,174.5,7,12.9,30.85
93144,Diesel,Automatic,1984,181,5,14.7,17.15
24300,Petrol,Automatic,998,67.04,5,23.1,4.55
47883,Diesel,Manual,1248,88.5,5,26.21,7.4
12467,Diesel,Automatic,1968,167.6,5,12.8,25.64
56683,Diesel,Automatic,1995,184,5,17.05,13.5
38000,Petrol,Manual,1196,70,5,15.6,3.55
35000,Diesel,Manual,1582,126.2,5,22.7,15
80000,Petrol,Manual,1599,103.2,5,13.9,1.95
125000,Petrol,Manual,1799,130,5,13.5,2.3
123000,Diesel,Manual,2982,168.5,7,12.55,15
70000,Petrol,Manual,1197,78.9,5,20.36,3.15
87982,Diesel,Manual,1461,84.8,5,21.64,5
40714,Diesel,Automatic,1995,190,5,18.12,24.75
83000,Diesel,Manual,1991,123.7,5,16.52,2.6
86000,Petrol,Manual,1197,78.9,5,20.36,3.75
60002,Diesel,Manual,1896,106,5,17.5,4.85
60000,Diesel,Automatic,2148,170,5,10,27
84677,Diesel,Manual,1498,98.6,5,25.8,3
23000,Diesel,Automatic,1995,190,5,20.68,28.75
81424,Diesel,Manual,2494,100.6,8,12.99,14.49
36400,Diesel,Automatic,4806,394.3,4,7.5,72
70000,Diesel,Manual,1461,84.8,5,22.71,4
40000,Diesel,Manual,1248,74,5,26.59,4.5
600,Petrol,Automatic,1197,81.8,5,21.5,6.25
65320,Diesel,Automatic,1968,138.03,5,16.96,11.5
79000,Petrol,Manual,2354,180,5,9.8,3.1
5000,Petrol,Manual,1497,117.3,5,17.8,10.11
6028,Petrol,Manual,1591,121.3,5,17.01,11.54
86000,Petrol,Manual,998,67.1,5,18.9,1
160000,Diesel,Manual,1248,74,5,23.4,2.5
59967,Petrol,Automatic,1984,208,5,9.74,18
43127,Diesel,Manual,1364,67.04,5,23.59,6.85
65727,Petrol,Manual,1086,68.05,5,19.81,2.97
70000,Petrol,Manual,1591,121.3,5,17.01,4.75
39861,Diesel,Manual,1498,88.8,5,20.14,7.38
16485,Diesel,Automatic,1995,187.74,5,22.48,42.75
77332,Diesel,Manual,1396,90,5,23,3.65
17489,Petrol,Automatic,1197,82,5,18.9,5.99
125000,Diesel,Automatic,2982,169,7,11.5,13.5
35129,Petrol,Automatic,1197,83.1,5,21.4,7
22982,Petrol,Automatic,1591,121.3,5,13,10.95
54500,Petrol,Manual,1197,78.9,5,20.36,2.95
16235,Diesel,Manual,1047,69,5,24.7,5.5
73641,Petrol,Automatic,1798,177.46,5,14.67,17.08
59572,Diesel,Manual,1248,74,5,26.59,6.85
112827,Petrol,Automatic,1997,141.1,5,13.1,10.5
118000,Diesel,Manual,2494,102,8,12.8,8.75
60000,Petrol,Manual,1497,118,5,17,2.7
75059,Petrol,Automatic,1591,121.3,5,17,4.25
3000,Diesel,Manual,1364,67.04,5,23.59,7.9
78000,Petrol,Automatic,1798,157.75,5,13.7,4.5
47000,Diesel,Manual,1461,84.8,5,21.64,4
42000,Petrol,Manual,1497,118,5,17,4.75
6820,Diesel,Manual,1396,88.76,5,22.54,7.65
55176,Petrol,Manual,1599,104,5,17.4,3.47
39854,Petrol,Manual,1198,86.7,5,18,5.64
24000,Petrol,Manual,1198,73.9,5,16.47,2.95
55000,Diesel,Manual,1248,74,5,22.9,5.65
45840,Diesel,Automatic,2953,153.86,7,11.4,8.41
155000,Petrol,Manual,1590,94,5,15.4,0.85
125000,Petrol,Manual,998,67.1,5,18.9,0.8
52951,Diesel,Manual,1498,88,5,20.14,5.65
49000,Petrol,Manual,1591,121.3,5,17.1,4.5
52000,Diesel,Manual,1248,88.5,5,28.09,6.9
227000,Diesel,Manual,2446,74,8,0,2.2
120005,Diesel,Manual,1461,84.8,5,21.64,4
33000,Petrol,Manual,1598,103.52,5,15,5.6
126000,Petrol,Manual,1196,73,7,15.1,2.2
66700,Petrol,Manual,1598,103.5,5,15,4
122000,Diesel,Manual,2982,168.5,7,12.55,16
29000,Diesel,Manual,1582,126.2,5,19.67,12.6
42315,Petrol,Manual,1197,82.9,5,18.5,4.79
22001,CNG,Manual,998,58.16,5,26.6,3.65
84580,Diesel,Manual,1498,98.6,5,26,6.83
75000,Petrol,Manual,796,37,4,16.1,0.51
85000,Petrol,Manual,1299,70,5,13.8,0.69
24296,Petrol,Manual,1197,83.14,5,20.85,4.65
40000,Petrol,Manual,1497,116.3,5,16.8,6.49
64514,Diesel,Manual,1493,110,5,16.8,2.9
35000,Petrol,Manual,1591,121.3,5,17.01,7.4
41000,Petrol,Manual,799,53.3,5,25.17,3.25
60123,Petrol,Manual,998,67.1,5,18.9,1.95
53000,Petrol,Manual,1197,82,5,18.9,4
9000,Petrol,Manual,1197,81.83,5,18.6,6.85
53497,Petrol,Manual,1198,86.7,5,18,5.45
68000,Diesel,Manual,1399,68,5,17.8,1.99
65000,Diesel,Automatic,1582,126.32,5,19.08,8.99
45155,Diesel,Manual,1364,67.04,5,23.59,6.5
20026,Petrol,Automatic,1199,88.7,5,19,9.27
60000,Diesel,Manual,1582,126.2,5,23.9,6.99
15976,Diesel,Automatic,2143,136,5,17.9,36.76
30523,Petrol,Automatic,1798,177.5,5,14.7,17.08
26300,Diesel,Manual,936,57.6,5,25.44,2.8
66000,Diesel,Manual,1199,73.9,5,22.07,2.49
70000,Diesel,Manual,1248,88.5,5,23.65,8.85
46000,Petrol,Manual,1497,116.3,5,16.8,4.15
28000,Diesel,Manual,1498,108.5,5,20.64,10
46000,Petrol,Manual,1197,81.86,5,18.9,4.75
33000,Petrol,Automatic,999,67,5,24.04,3.2
27718,Petrol,Manual,796,47.3,5,22.74,3.28
58000,Petrol,Manual,1499,110,5,15.8,7.5
33150,Petrol,Manual,1197,83.1,5,21.4,7.39
77000,Diesel,Manual,1248,73.94,5,23.2,3.65
70000,Diesel,Automatic,2987,198.5,5,11,11
97000,Diesel,Manual,1248,73.94,5,23.2,3
75300,Diesel,Manual,936,57.6,5,25.44,2.25
69918,Petrol,Manual,1586,103.3,5,15.5,2.83
4721,Petrol,Manual,796,35,5,14,4.11
39163,Diesel,Manual,2477,178,7,13.5,14.7
80000,Petrol,Automatic,2987,210,5,13,25
66000,Diesel,Manual,936,56.3,5,25.44,2.35
36154,Diesel,Manual,1498,99,5,25.83,6.41
34000,Petrol,Manual,1497,117.3,5,17.4,5.75
60000,Diesel,Automatic,2143,136,5,17.9,17.55
32000,Diesel,Manual,1396,88.7,5,21.38,10.25
79985,Diesel,Manual,1399,67,5,17.8,3.16
37600,Diesel,Automatic,1968,147.51,5,16.55,22.5
31965,Petrol,Manual,1086,68.05,5,19.81,3.55
70749,Petrol,Automatic,1995,154,5,12.05,9.86
38000,Diesel,Automatic,2993,258,5,16.46,45
41534,Petrol,Manual,1591,121.3,5,17.01,7.99
54455,Diesel,Automatic,1498,108.495,5,22,6.5
42000,Petrol,Manual,1399,92.7,5,14.49,0.75
52073,Diesel,Manual,1991,147.9,5,18.3,9.87
40175,Diesel,Manual,1396,88.73,5,22.54,6.36
16503,Petrol,Automatic,1497,117.3,7,16,9.5
15029,Petrol,Manual,1197,82,5,19.1,6.05
26200,CNG,Manual,796,47.3,5,30.46,2.15
76362,Diesel,Manual,1120,70,5,24,5.5
18700,Petrol,Manual,796,46.3,5,19.7,1.25
67585,Diesel,Manual,2494,100.6,7,12.99,11.99
57000,Petrol,Automatic,1197,78.9,5,16.95,2.5
22321,Petrol,Automatic,1497,117.3,5,18,11.66
95150,Petrol,Manual,993,60,5,17.3,0.53
36428,Petrol,Manual,998,67.04,5,20.51,3.1
73500,Diesel,Manual,1399,68,5,20,2.6
47234,Petrol,Manual,1198,86.7,5,18,5.09
62364,Petrol,Manual,1495,94,5,13.2,2.3
89000,Diesel,Manual,1582,126.32,5,22.32,6
58653,Diesel,Manual,1248,74,5,25.2,4.4
30000,Petrol,Automatic,1595,120.7,5,14.8,11
64042,Diesel,Manual,1998,163.7,5,17.3,5.7
120000,Diesel,Automatic,1968,138.1,5,20,6.95
90000,Diesel,Manual,2179,120,8,12.05,7.9
30733,Diesel,Automatic,1995,190,5,20.68,29.3
43600,Petrol,Automatic,3498,272,5,10.93,10.24
71473,Petrol,Automatic,1798,157.75,5,13.7,5.35
39000,Petrol,Automatic,1198,86.8,5,16.5,3.49
84045,Petrol,Manual,1197,78.9,5,20.36,2.85
57004,Petrol,Manual,1497,117.3,5,17.4,5.35
75464,Petrol,Manual,1196,70,5,15.6,3.62
142000,Diesel,Manual,2494,102,7,12.8,6.25
118683,Diesel,Manual,1461,64.1,5,21,3.19
42000,Petrol,Manual,1198,82,6,18.15,5.5
12800,Petrol,Manual,1197,81.83,5,18.6,7.67
80000,Petrol,Manual,2092,127,7,12,5.5
76126,Diesel,Manual,1248,73.9,5,19.3,6.6
21000,Diesel,Automatic,2993,258,5,15.97,55
85000,Diesel,Automatic,1968,174.33,5,17.68,21
27000,Petrol,Manual,1197,83.1,5,21.4,4.5
45794,Diesel,Automatic,2199,194.3,7,13.01,20.67
57352,Diesel,Automatic,1998,163.7,5,14.39,6.5
41467,Diesel,Automatic,2143,204,5,15,37.98
42000,Petrol,Manual,1086,62.1,5,17.92,1.45
62549,CNG,Manual,998,58.16,5,26.6,2.95
67048,Diesel,Manual,1248,88.5,5,28.09,7.9
11732,Petrol,Manual,1497,117.3,5,17.4,10.07
37000,Diesel,Manual,1461,83.8,5,20.45,6.5
30000,Diesel,Automatic,1995,184,5,18.88,22
53000,Diesel,Manual,1498,98.6,5,26,9.75
60000,Diesel,Manual,1461,83.8,5,20.45,6
65000,Diesel,Manual,1120,70,5,24,3.99
51000,Petrol,Manual,1086,74,5,17,1.75
92000,Diesel,Automatic,2982,168.5,7,12.55,19.75
31000,Diesel,Manual,2393,147.8,7,13.68,16.95
43917,Petrol,Manual,1197,83.1,5,21.4,6.8
46707,Petrol,Manual,1086,74,5,17,0.99
84000,Petrol,Manual,1086,68.05,5,19.81,2.95
55662,Diesel,Automatic,2967,241.4,7,12.07,42.83
51000,Diesel,Automatic,1969,190,5,27.03,21.5
24398,Petrol,Manual,1497,117.3,5,17.8,7.9
78000,Petrol,Manual,998,67.1,5,20.92,2.3
40315,Petrol,Manual,1198,86.8,5,18.5,2.75
83000,Diesel,Manual,2179,120,8,12.05,6.71
58151,Diesel,Automatic,1461,108.45,5,19.6,9.6
30519,Diesel,Manual,1582,126.2,5,19.67,12.81
20712,Petrol,Manual,1199,84,5,23.84,6.94
48000,Diesel,Manual,2179,140,7,16,9.45
85000,Diesel,Manual,1498,103.2,5,20.34,6
32000,Petrol,Automatic,1595,120.7,5,14.8,11
52000,Petrol,Manual,1586,103.3,5,15.5,2.6
58307,Petrol,Manual,1341,83,5,15.3,1.95
30000,Diesel,Automatic,2993,313,4,17.54,45
40000,Diesel,Automatic,1968,174.33,5,17.11,22
36000,Petrol,Manual,1197,81.83,5,18.6,4.9
58817,Diesel,Manual,1461,83.14,5,19.87,6.25
55000,Diesel,Manual,1598,103.6,5,20.54,6.1
39000,Petrol,Manual,1197,78.9,5,20.36,2.6
6500,Petrol,Automatic,5204,560,2,6.4,120
35000,Diesel,Automatic,2993,270.9,5,14.74,29
49900,Petrol,Manual,1298,85.8,5,17.5,3.3
99500,Diesel,Manual,1248,74,5,22.3,3.05
33249,Diesel,Manual,1396,88.76,5,21.27,3.25
52000,Petrol,Manual,1197,81.86,5,19.1,3.75
45000,Diesel,Manual,2494,100.6,7,12.99,13.25
22000,Petrol,Manual,1199,84,5,23.84,4.8
7858,Petrol,Manual,799,53.3,5,25.17,3.8
112000,Diesel,Manual,2494,102,7,12.8,8.5
41082,Diesel,Automatic,2143,204,5,13,38.76
72000,Petrol,Automatic,1497,116.4,5,16.8,3.2
84912,Petrol,Manual,1197,78.9,5,20.36,3.5
70000,Diesel,Manual,1582,126.2,5,19.67,12.25
21000,Petrol,Manual,1199,86.76,5,19.5,4.75
27000,Petrol,Manual,999,74,5,18.78,4.5
29000,Petrol,Manual,1197,78.9,5,20.36,2.35
48425,Diesel,Manual,1461,63.12,5,23.08,3.4
19000,Diesel,Automatic,1498,108.5,5,21.5,10
210000,Diesel,Manual,2494,100,7,12.99,9
64000,Petrol,Manual,1798,138.1,5,14.53,5.2
200000,Diesel,Manual,1493,110,5,16.8,1.85
100000,Diesel,Automatic,2987,254.8,7,11.3,38
69140,Diesel,Manual,1461,83.8,5,20.46,5.11
21214,Petrol,Manual,1598,103.52,5,15.41,9.66
28000,Petrol,Manual,1197,78.9,5,20.36,3.4
29085,Petrol,Manual,1198,82,6,18.15,5.84
30000,Petrol,Automatic,998,67.04,5,23.1,3.8
32910,Petrol,Automatic,998,66.1,5,16.98,2.5
30000,Diesel,Manual,1498,98.6,5,25.1,6.95
35102,Petrol,Automatic,1798,161.6,5,12.6,5.5
22831,Petrol,Manual,1197,82,5,18.9,6.19
74911,Diesel,Manual,1461,83.8,5,20.45,6
21000,Petrol,Manual,1197,82,5,18.9,3.75
37160,Diesel,Manual,1498,98.59,5,22.77,9.46
41000,Petrol,Manual,1498,97.7,5,16.95,3
37294,Diesel,Manual,1498,99,5,25.83,5.75
56927,Petrol,Manual,1799,130,5,13.5,4.41
21954,Petrol,Manual,799,53.3,5,25.17,3.7
50000,Petrol,Manual,1198,86.8,5,19.4,2.5
78212,Petrol,Manual,1298,88.2,5,16.1,5.35
64500,Diesel,Manual,1396,88.8,5,21.9,3.65
51000,Diesel,Automatic,1968,138.03,5,17.2,13
52000,Petrol,Manual,998,67.1,5,18.9,2.45
120000,Diesel,Automatic,1498,103.2,5,21.21,5.75
65792,Diesel,Manual,1498,98.6,5,26,8.11
30000,Diesel,Manual,1396,88.73,5,22.54,7.75
54387,Petrol,Automatic,1198,75.94,5,19.15,5.85
1617,Petrol,Manual,799,53.3,5,25.17,4.29
82000,Diesel,Manual,1498,98.6,5,25.6,8
20000,Diesel,Manual,2393,147.8,8,13.68,16.5
98000,Diesel,Manual,1248,74,5,27.39,5.5
57000,Diesel,Manual,1498,98.59,5,22.77,6.35
250000,Diesel,Manual,2494,100.6,8,12.99,7.9
56549,Diesel,Manual,1498,89.84,5,22.7,7.2
78500,Diesel,Manual,1199,73.9,5,22.07,3.65
55036,Diesel,Manual,1396,88.73,5,22.54,6.35
55000,Diesel,Manual,1461,83.8,5,19.87,7.8
90000,Petrol,Manual,1299,70,5,13.8,1.4
155000,Diesel,Manual,2499,141,7,13.1,5.5
17810,Diesel,Manual,1248,74,5,27.39,8.5
42408,Diesel,Automatic,2143,170,5,14.84,10.48
81000,Petrol,Manual,1298,85,5,15.9,0.75
52000,Petrol,Manual,1396,99.6,5,12.85,1.3
35000,Diesel,Automatic,2993,218,5,16.73,21
60000,Petrol,Manual,1086,62.1,5,17.92,2.3
27000,Diesel,Automatic,1968,141,5,19.5,14.95
55975,Diesel,Automatic,1968,174.33,5,17.68,35.92
115000,Diesel,Manual,1498,99,5,25.83,4.5
132000,Diesel,Manual,2489,93.7,7,14.95,5.5
40337,Petrol,Automatic,998,67.04,5,23.1,4.45
192000,Diesel,Manual,2494,102,8,12.8,6.85
50000,Diesel,Manual,1120,70,5,24,5.5
28147,Petrol,Manual,1197,81.86,5,18.9,5.07
20000,Petrol,Manual,1197,82,5,18.9,3.85
11000,Petrol,Manual,1197,81.86,5,18.6,7.95
63000,Petrol,Manual,998,67.1,5,18.2,1.25
36967,Petrol,Manual,998,67.1,5,20.92,3.64
73053,Diesel,Manual,2982,168.5,7,13,20
16392,Diesel,Manual,2498,105,6,16.55,10.36
79000,Petrol,Manual,1086,74,5,17,1.85
67000,Petrol,Manual,1496,88.73,5,16.78,4.05
48600,Diesel,Automatic,2987,224,7,12,48.5
70000,Diesel,Manual,1461,108.45,5,19.6,8.25
84000,Diesel,Manual,1248,74,5,22.9,5.25
49106,Petrol,Manual,1598,103.2,5,15.04,4.4
35000,Diesel,Automatic,1968,174.5,5,18.19,25.75
51240,Diesel,Automatic,2993,245,4,8.2,29.52
37000,Petrol,Manual,998,67.1,5,18.9,2.1
32587,Petrol,Manual,799,53.3,5,25.17,3.71
180000,Diesel,Manual,2499,143,7,10.9,7.5
21248,Diesel,Manual,1248,88.5,5,24.3,9.44
47200,Petrol,Manual,1086,74,5,17,1.2
40000,Petrol,Automatic,1796,157.7,5,10.5,24
4000,Diesel,Automatic,1950,194,5,0,35
23700,CNG,Manual,1373,80.46,7,17.5,8.25
57000,Diesel,Automatic,1968,147.51,5,16.55,9.75
37000,Petrol,Manual,1197,82,5,18.9,3.45
70000,Diesel,Manual,2477,175.56,7,13.5,11.85
92469,Diesel,Automatic,2143,201.15,5,19.71,16.14
55000,CNG,Manual,998,58.16,5,26.6,3.7
20000,Petrol,Automatic,998,67.1,5,24.07,4
42000,Petrol,Manual,1197,81.83,5,18.6,5.8
28000,Diesel,Manual,1248,74,5,23.4,4.65
93000,Petrol,Automatic,3498,272,7,11.8,15
23000,Petrol,Automatic,1499,110.4,5,15.63,6.8
36000,Diesel,Manual,1498,98.6,5,25.1,10.25
52000,Petrol,Manual,998,67.1,5,20.92,2.7
59245,Diesel,Manual,1248,88.8,7,20.77,8.5
31000,Diesel,Manual,1396,88.73,5,22.54,7.75
83000,Petrol,Manual,1193,64.08,5,15.64,2.7
81500,Petrol,Manual,796,46.3,5,19.7,1.3
9900,Petrol,Manual,1591,121.3,5,15.8,13.2
94000,Petrol,Manual,998,67.1,5,18.9,1
27100,Petrol,Manual,1496,88.73,5,16.78,6.37
12000,Petrol,Manual,1496,88.73,5,16.78,4.5
29000,Diesel,Manual,1461,108.45,5,19.01,6.5
65000,Diesel,Manual,1248,73.9,5,19.3,4.99
50794,Diesel,Automatic,2143,170,5,17.9,43.3
59000,Diesel,Manual,1498,89.84,5,22.7,6.5
72000,CNG,Manual,998,58.2,5,26.2,2.25
15234,Petrol,Automatic,1373,91.1,5,19.12,9.95
44000,Diesel,Manual,1498,89.84,5,22.7,7.35
125000,Diesel,Manual,1248,74,5,22.95,4.6
100000,Diesel,Automatic,2953,153.86,7,11.4,8.5
34686,Diesel,Automatic,1461,108.45,5,19.6,11.86
98000,Diesel,Manual,1995,147.6,5,14.42,8
90000,Diesel,Automatic,2982,168.5,7,12.55,21.5
81000,Petrol,Manual,1150,74.9,5,15.26,1.3
55000,Diesel,Manual,1598,103.5,5,20.5,5.9
52910,Diesel,Manual,2179,140,7,15.1,9.5
100000,Diesel,Manual,1248,73.9,5,19.3,4.5
132000,Diesel,Manual,1896,66,5,18.7,2.25
18000,Petrol,Manual,1399,98.82,7,13.7,3.35
50000,Petrol,Manual,1495,94,5,13.2,0.7
33000,Petrol,Automatic,1991,184,5,14.74,16
30000,Diesel,Manual,1461,83.8,5,20.45,8
